Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Age_Group,Total_Spending,Children
1969,Graduation,Single,81657.0,2014-01-22,69,364,40,425,120.5,60,50.0,1,3,4,8,1,0,0,0,0,0,0,0,46,40–49,1097,0
1996,Basic,Married,14421.0,2014-02-17,81,0,0,2,3.0,3,8.0,1,1,0,2,5,1,0,0,0,0,0,0,19,<30,16,0
1974,2n Cycle,Married,20130.0,2014-03-17,99,0,6,3,7.0,6,12.0,1,1,0,3,8,0,0,0,0,0,0,0,41,40–49,34,0
1990,PhD,Married,74214.0,2012-08-26,3,863,81,547,86.0,81,33.0,1,8,2,5,5,0,0,0,0,0,0,0,25,<30,1711,0
1957,Master,Married,66726.0,2014-01-12,61,349,7,35,0.0,0,47.0,3,8,2,4,7,0,1,0,0,0,0,0,58,50–59,438,2
1979,Basic,Together,23724.0,2013-01-08,65,5,23,15,0.0,18,14.0,2,2,0,3,8,0,0,0,0,0,0,0,36,30–39,75,1
1960,Master,Married,47353.0,2013-11-13,93,184,2,19,8.0,8,4.0,3,2,2,6,5,0,0,0,0,0,0,0,55,50–59,225,1
1952,Master,Married,33444.0,2012-11-03,24,8,0,8,0.0,0,2.0,1,1,0,2,8,0,0,0,0,0,0,0,63,60+,18,2
1981,Graduation,Married,54386.0,2013-05-17,8,277,21,64,62.0,21,25.0,2,3,2,10,3,0,0,0,0,0,0,0,34,30–39,470,1
1981,Graduation,Divorced,28510.0,2013-04-13,72,44,5,19,0.0,4,19.0,3,2,0,4,5,0,0,0,0,0,0,0,34,30–39,91,2
1991,Master,Single,90638.0,2014-02-13,29,1156,81,556,94.0,81,96.0,1,3,4,10,1,0,0,1,0,0,0,0,24,<30,2525,0
1950,Graduation,Together,48070.0,2013-01-13,33,373,14,83,6.0,9,19.0,3,8,2,6,7,0,0,0,0,0,1,0,65,60+,504,1
1957,Graduation,Married,43140.0,2013-01-05,68,134,8,76,6.0,0,11.0,1,4,1,5,6,0,0,0,0,0,0,0,58,50–59,235,1
1961,PhD,Divorced,54959.0,2013-01-19,55,1148,0,60,0.0,0,24.0,3,9,5,4,7,0,1,0,0,0,0,1,54,50–59,1232,1
1958,Basic,Single,15056.0,2013-05-03,76,6,12,3,21.0,6,40.0,5,2,2,3,5,0,0,0,0,0,0,0,57,50–59,88,2
1971,Graduation,Single,26954.0,2014-05-08,17,4,1,11,0.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,0,44,40–49,17,1
1985,Graduation,Single,22327.0,2013-08-02,94,5,4,8,2.0,0,5.0,1,1,0,3,5,0,0,0,0,0,0,0,30,30–39,24,1
1965,Graduation,Married,44393.0,2013-08-22,86,24,2,20,2.0,2,10.0,2,1,0,4,4,0,0,0,0,0,0,0,50,50–59,60,2
1952,PhD,Single,62000.0,2013-08-25,25,899,0,101,0.0,0,20.0,1,6,6,13,4,0,0,0,1,0,0,0,63,60+,1020,1
1962,PhD,Together,31497.0,2012-12-06,22,108,1,28,13.0,1,4.0,2,3,1,4,8,0,0,0,0,0,0,0,53,50–59,155,1
1974,2n Cycle,Married,45894.0,2014-02-27,15,27,2,7,0.0,2,13.0,1,1,0,3,5,0,0,0,0,0,0,0,41,40–49,51,2
1970,Master,Divorced,78579.0,2012-12-22,35,816,66,549,120.5,66,99.0,1,5,6,4,3,0,0,0,0,0,0,1,45,40–49,1812,0
1969,Master,Widow,67369.0,2012-11-17,81,1298,0,70,37.0,14,42.0,4,7,4,10,4,0,1,1,0,0,0,1,46,40–49,1461,1
1960,Graduation,Divorced,58401.0,2014-04-20,55,10,0,11,17.0,29,29.0,1,1,2,2,4,0,0,0,0,0,0,0,55,50–59,96,1
1952,Graduation,Single,62307.0,2014-02-17,94,87,13,34,10.0,6,10.0,1,4,0,4,5,0,0,0,0,0,0,0,63,60+,160,1
1969,Master,Married,43641.0,2013-04-22,50,57,2,51,4.0,2,23.0,3,2,1,4,6,0,0,0,0,0,0,0,46,40–49,139,2
1968,Master,Divorced,63841.0,2013-04-21,64,635,15,100,20.0,7,126.5,1,9,3,9,6,0,0,0,0,0,0,0,47,40–49,908,1
1965,2n Cycle,Married,46891.0,2013-09-01,91,43,12,23,29.0,15,61.0,1,2,1,4,4,0,0,0,0,0,0,0,50,50–59,183,1
1969,Master,Married,70091.0,2013-03-31,11,964,34,137,15.0,0,11.0,2,5,2,10,8,0,1,0,0,0,0,0,46,40–49,1161,1
1972,PhD,Married,78075.0,2014-04-05,72,572,8,259,34.0,35,80.0,1,3,5,5,1,0,0,0,0,0,0,0,43,40–49,988,0
1961,2n Cycle,Widow,59184.0,2012-09-09,6,341,81,113,120.5,81,66.0,3,6,6,12,5,0,0,0,0,0,0,0,54,50–59,1072,1
1977,Graduation,Married,54809.0,2013-09-11,0,63,6,57,13.0,13,22.0,4,2,1,5,4,0,0,0,0,0,0,0,38,30–39,174,2
1959,Graduation,Married,58113.0,2013-01-25,66,221,81,169,102.0,78,84.0,3,9,2,8,7,0,0,0,0,0,1,0,56,50–59,758,1
1958,Master,Married,51412.0,2013-12-31,42,140,3,29,4.0,5,14.0,2,3,2,4,4,0,0,0,0,0,0,0,57,50–59,195,1
1979,Graduation,Divorced,15287.0,2012-10-10,60,1,2,8,4.0,3,13.0,2,1,1,2,7,1,0,0,0,0,0,1,36,30–39,31,1
1957,Master,Together,66636.0,2013-08-17,64,291,10,556,84.0,10,0.0,1,3,4,9,1,0,0,0,0,0,0,0,58,50–59,1084,0
1956,Master,Married,50965.0,2013-02-20,87,544,13,85,8.0,6,29.0,3,10,4,5,8,1,0,0,0,0,0,0,59,50–59,685,1
1965,PhD,Married,84618.0,2013-11-22,96,684,81,556,21.0,66,0.0,1,6,9,10,2,0,0,1,0,0,0,0,50,50–59,1672,0
1990,Graduation,Married,18351.0,2013-10-29,1,1,12,9,0.0,14,7.0,1,2,0,3,7,0,0,0,0,0,0,0,25,<30,43,0
1957,PhD,Together,40451.0,2014-02-16,54,35,0,4,0.0,0,10.0,1,1,1,2,5,1,0,0,0,0,0,0,58,50–59,49,2
1965,Graduation,Together,36317.0,2013-05-22,53,87,3,25,3.0,2,13.0,2,3,0,4,7,0,0,0,0,0,0,0,50,50–59,133,1
1957,Graduation,Together,42213.0,2013-10-12,96,309,3,24,4.0,3,20.0,2,5,1,7,7,0,1,0,0,0,0,0,58,50–59,363,1
1955,Graduation,Together,65748.0,2013-04-15,58,172,73,93,95.0,78,34.0,2,2,4,10,1,0,0,0,0,0,1,0,60,60+,545,1
1972,Graduation,Together,77044.0,2013-10-27,12,625,38,242,50.0,34,76.0,2,7,11,11,4,1,0,0,0,0,0,0,43,40–49,1065,1
1969,Graduation,Together,74918.0,2013-03-12,78,972,59,556,25.0,19,59.0,1,5,9,6,3,0,0,1,0,0,0,0,46,40–49,2047,0
1972,Graduation,Married,56721.0,2012-10-31,64,157,6,39,6.0,13,75.0,5,4,1,5,6,0,0,0,0,0,0,0,43,40–49,296,2
1975,Graduation,Single,42160.0,2013-06-28,26,48,9,45,3.0,15,20.0,4,2,1,4,6,0,0,0,0,0,0,1,40,40–49,140,2
1965,Graduation,Single,61559.0,2013-07-17,8,279,81,88,32.0,14,34.0,1,4,2,10,3,0,0,0,0,0,0,0,50,50–59,530,1
1963,PhD,Together,33629.0,2012-08-08,49,132,0,16,0.0,0,4.0,5,3,1,4,9,0,0,0,0,0,0,0,52,50–59,152,2
1991,PhD,Together,68682.0,2013-10-06,56,919,0,505,99.0,30,45.0,1,4,9,10,2,0,0,0,0,0,0,0,24,<30,1598,0
1963,Graduation,Single,34377.0,2013-01-19,55,62,0,22,3.0,1,26.0,2,2,2,2,7,0,0,0,0,0,0,0,52,50–59,114,1
1986,Basic,Single,8940.0,2012-08-22,25,1,45,3,4.0,6,42.0,3,3,1,3,8,0,0,0,0,0,0,0,29,<30,101,1
1973,Graduation,Married,26228.0,2013-09-22,50,2,6,4,3.0,1,9.0,1,1,0,2,8,0,0,0,0,0,0,0,42,40–49,25,1
1957,2n Cycle,Divorced,77297.0,2013-01-26,84,408,61,109,48.0,81,41.0,1,5,7,9,4,0,0,0,1,0,0,0,58,50–59,789,0
1981,Graduation,Married,40211.0,2013-07-30,30,51,1,7,2.0,1,25.0,2,2,1,2,8,1,0,0,0,0,0,0,34,30–39,87,2
1958,PhD,Widow,33438.0,2013-09-22,81,62,1,16,3.0,2,6.0,4,2,1,4,5,0,0,0,0,0,0,0,57,50–59,90,2
1959,PhD,Married,75032.0,2013-04-28,74,952,12,180,47.0,12,12.0,2,5,4,9,3,0,0,0,0,0,0,0,56,50–59,1215,1
1955,PhD,Single,61284.0,2013-10-12,76,618,15,106,20.0,7,45.0,1,11,2,8,6,0,1,0,0,0,0,0,60,60+,811,0
1986,Graduation,Married,22518.0,2012-10-22,36,11,7,12,2.0,2,27.0,2,2,1,2,5,1,0,0,0,0,0,1,29,<30,61,1
1975,Master,Married,54730.0,2013-08-15,64,318,3,17,4.0,7,56.0,5,4,1,8,4,0,0,0,0,0,0,0,40,40–49,405,1
1955,Master,Married,38452.0,2014-03-30,62,56,0,14,0.0,0,2.0,3,3,0,3,7,0,0,0,0,0,0,0,60,60+,72,2
1971,Graduation,Divorced,44421.0,2013-02-15,53,110,5,59,7.0,1,7.0,5,5,0,4,8,0,0,0,0,0,0,0,44,40–49,189,2
1986,PhD,Together,38197.0,2013-06-29,86,23,0,11,2.0,1,3.0,1,1,0,3,5,0,0,0,0,0,0,0,29,<30,40,1
1978,Graduation,Divorced,41986.0,2014-02-09,15,27,5,8,8.0,3,12.0,3,3,0,4,4,0,0,0,0,0,0,0,37,30–39,63,1
1983,Graduation,Together,28427.0,2013-03-21,67,18,3,19,3.0,3,6.0,2,2,0,3,8,0,0,0,0,0,0,0,32,30–39,52,1
1976,PhD,Together,37395.0,2014-05-02,47,18,0,9,0.0,1,11.0,1,1,0,3,6,0,0,0,0,0,0,0,39,30–39,39,1
1971,Graduation,Married,64722.0,2014-05-26,47,303,0,280,60.0,81,15.0,4,8,2,11,6,0,0,0,0,0,0,0,44,40–49,805,1
1956,Master,Together,55249.0,2014-04-17,81,97,1,19,2.0,0,11.0,1,2,1,4,3,0,0,0,0,0,0,0,59,50–59,130,1
1972,Graduation,Together,84906.0,2013-10-04,98,997,15,414,99.0,30,76.0,1,5,6,12,2,0,1,1,0,1,0,0,43,40–49,1631,0
1989,Graduation,Married,28691.0,2013-07-04,56,5,4,13,8.0,0,4.0,1,1,0,3,8,0,0,0,0,0,0,0,26,<30,34,1
1952,Graduation,Single,44213.0,2013-11-29,48,95,11,35,0.0,4,7.0,4,2,1,5,6,0,0,0,0,0,0,0,63,60+,152,2
1984,Basic,Single,25707.0,2014-01-18,18,1,6,2,3.0,6,3.0,1,1,0,3,7,0,0,0,0,0,0,0,31,30–39,21,1
1967,PhD,Married,59062.0,2013-10-03,74,46,1,12,3.0,0,9.0,2,2,0,3,4,0,0,0,0,0,0,0,48,40–49,71,3
1962,Graduation,Single,76624.0,2014-05-24,68,411,81,147,54.0,81,66.0,1,5,10,7,1,1,0,0,0,0,0,0,53,50–59,899,1
1947,Master,Together,66000.0,2014-04-20,36,244,51,270,101.0,0,45.0,1,1,3,5,1,0,0,0,0,0,0,0,68,60+,711,0
1978,PhD,Together,27683.0,2012-08-04,90,152,9,121,12.0,12,45.0,4,6,2,4,8,0,0,0,0,0,0,0,37,30–39,351,1
1971,Graduation,Divorced,1730.0,2014-05-18,65,1,1,3,1.0,1,1.0,15,0,0,0,20,0,0,0,0,0,0,0,44,40–49,8,0
1992,Basic,Single,7500.0,2012-12-03,63,10,17,18,8.0,26,40.0,4,3,2,2,9,0,0,0,0,0,0,0,23,<30,119,1
1968,Graduation,Together,40521.0,2013-04-05,82,12,0,5,0.0,0,4.0,1,0,1,2,5,0,0,0,0,0,0,0,47,40–49,21,2
1973,PhD,Together,20427.0,2014-03-24,63,5,0,4,0.0,0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,42,40–49,10,1
1975,Graduation,Married,65106.0,2014-05-24,55,790,19,133,12.0,0,19.0,3,8,3,13,6,0,1,0,0,0,0,0,40,40–49,973,1
1965,PhD,Married,69969.0,2013-08-27,64,882,29,514,38.0,29,44.0,1,4,2,6,3,0,0,1,1,0,0,1,50,50–59,1536,0
1952,Graduation,Married,67433.0,2013-07-16,51,615,28,259,12.0,48,30.0,4,6,5,13,4,0,1,0,0,0,0,0,63,60+,992,2
1967,PhD,Married,77766.0,2013-02-22,97,1004,59,265,115.0,59,27.0,2,11,10,11,6,1,0,0,0,0,0,1,48,40–49,1529,1
1972,Graduation,Married,74716.0,2013-09-12,92,133,27,421,13.0,81,71.0,2,7,3,5,4,0,0,0,0,0,0,0,43,40–49,860,1
1963,Graduation,Divorced,68118.0,2013-10-18,51,595,23,123,10.0,23,126.5,2,8,9,4,6,0,0,0,0,0,0,0,52,50–59,928,1
1970,PhD,Married,55158.0,2012-07-30,72,293,0,87,4.0,11,23.0,4,7,2,5,7,0,0,0,0,0,0,1,45,40–49,418,2
1955,2n Cycle,Married,62972.0,2012-08-03,39,313,15,47,20.0,0,126.5,2,7,4,3,6,0,0,0,0,0,0,1,60,60+,587,1
1975,Graduation,Married,74190.0,2014-05-12,49,151,81,86,120.5,81,64.0,2,4,2,11,2,0,0,0,0,0,0,0,40,40–49,641,1
1976,Graduation,Married,39356.0,2014-03-19,21,15,0,2,0.0,0,6.0,1,1,0,2,6,1,0,0,0,0,0,0,39,30–39,23,2
1969,Graduation,Together,76653.0,2013-08-16,91,736,63,556,120.5,81,126.0,1,4,7,11,2,0,0,1,1,0,0,0,46,40–49,2279,0
1973,PhD,Divorced,35860.0,2014-05-19,37,15,0,8,4.0,2,20.0,2,1,1,2,5,1,0,0,0,0,0,0,42,40–49,49,2
1983,PhD,Divorced,90687.0,2013-05-22,98,982,17,556,23.0,34,51.0,1,6,2,8,2,0,0,1,0,0,0,1,32,30–39,1779,0
1982,Master,Together,73450.0,2013-12-05,85,1142,51,415,90.0,69,37.0,1,7,8,11,3,1,0,0,1,0,0,0,33,30–39,1804,0
1960,Graduation,Married,31454.0,2013-07-06,40,28,0,11,0.0,0,9.0,3,2,0,3,8,0,0,0,0,0,0,0,55,50–59,48,2
1952,Graduation,Single,47139.0,2014-03-06,2,46,0,12,0.0,2,23.0,2,2,1,2,7,0,0,0,0,0,0,1,63,60+,83,2
1975,Graduation,Divorced,83829.0,2013-10-08,78,897,81,430,120.5,81,27.0,0,4,7,6,1,1,0,1,1,0,0,1,40,40–49,1862,0
1963,PhD,Married,53378.0,2012-09-24,41,489,6,152,8.0,6,126.5,10,9,4,6,8,0,0,0,0,0,0,1,52,50–59,793,2
1970,Graduation,Together,19656.0,2013-02-08,94,25,4,9,6.0,8,32.0,3,2,1,3,7,0,0,0,0,0,0,0,45,40–49,84,1
1948,PhD,Married,45579.0,2013-08-20,10,145,1,33,2.0,1,1.0,1,4,1,4,6,0,0,0,0,0,0,0,67,60+,183,1
1958,2n Cycle,Single,85485.0,2014-06-21,73,630,26,556,44.0,18,54.0,1,6,6,6,2,0,0,0,0,0,0,0,57,50–59,1383,0
1944,Graduation,Married,55956.0,2014-04-07,22,760,38,104,50.0,9,38.0,2,7,3,4,4,0,1,0,0,0,0,0,71,60+,999,0
1963,Master,Single,64191.0,2013-01-22,30,420,15,186,120.5,38,15.0,3,5,3,13,3,0,0,0,0,0,0,0,52,50–59,825,1
1972,Graduation,Single,38808.0,2012-08-26,21,125,17,52,3.0,19,30.0,4,5,1,4,8,1,0,0,0,0,0,1,43,40–49,246,1
1966,Master,Married,57183.0,2013-03-19,51,464,5,64,7.0,0,70.0,8,9,1,7,8,0,0,0,0,0,0,0,49,40–49,610,2
1968,Master,Divorced,23748.0,2012-11-21,97,6,6,29,12.0,15,8.0,3,2,1,3,8,0,0,0,0,0,0,0,47,40–49,76,1
1971,Graduation,Married,66303.0,2013-02-26,56,1090,12,96,16.0,12,60.0,4,3,4,11,8,0,1,0,0,0,0,0,44,40–49,1286,1
1975,Master,Married,37368.0,2013-12-16,4,3,2,11,2.0,2,10.0,1,1,0,2,6,1,0,0,0,0,0,0,40,40–49,30,1
1964,Graduation,Married,40800.0,2013-01-01,77,24,0,27,8.0,30,10.0,2,3,0,3,7,0,0,0,0,0,1,0,51,50–59,99,3
1978,Graduation,Divorced,71847.0,2012-09-21,95,737,21,106,55.0,63,126.5,0,6,7,9,3,0,0,0,1,0,0,0,37,30–39,1192,0
1975,Graduation,Married,46149.0,2013-11-29,36,254,6,71,4.0,0,27.0,5,5,1,7,5,0,0,0,0,0,0,0,40,40–49,362,1
1983,Graduation,Together,78687.0,2012-08-09,13,817,81,556,120.5,55,126.5,1,4,6,8,2,0,0,1,0,0,0,1,32,30–39,2130,0
1971,2n Cycle,Divorced,49118.0,2012-08-18,90,620,54,239,99.0,81,119.0,2,9,7,10,7,0,1,0,0,1,0,1,44,40–49,1229,0
1957,PhD,Married,37633.0,2012-09-20,49,13,4,20,0.0,0,1.0,2,1,0,3,9,0,0,0,0,0,0,0,58,50–59,38,2
1951,Master,Together,39767.0,2013-07-21,18,113,61,204,34.0,26,47.0,2,7,1,7,8,0,0,0,0,0,0,0,64,60+,485,0
1951,Basic,Married,26997.0,2012-11-05,89,7,23,78,120.5,49,126.5,2,4,2,5,7,0,0,0,0,0,0,0,64,60+,434,0
1970,Graduation,Divorced,33986.0,2013-03-14,43,16,2,18,2.0,1,5.0,1,1,0,3,7,0,0,0,0,0,0,0,45,40–49,44,1
1972,PhD,Married,57091.0,2012-11-23,82,462,0,24,6.0,0,4.0,2,9,2,5,7,0,1,0,0,0,0,1,43,40–49,496,1
1969,2n Cycle,Married,46831.0,2013-06-08,84,22,2,10,6.0,4,34.0,2,1,2,2,4,0,0,0,0,0,0,0,46,40–49,78,2
1972,Master,Married,83151.0,2013-02-10,80,968,81,556,120.5,42,126.5,1,5,7,10,2,1,0,1,1,0,0,1,43,40–49,2346,0
1971,Graduation,Married,52531.0,2012-12-30,68,283,81,151,51.0,72,125.0,2,7,2,10,6,0,0,0,0,0,0,0,44,40–49,794,0
1956,Graduation,Married,15759.0,2013-09-05,12,1,2,5,6.0,0,3.0,1,1,0,2,7,0,0,0,0,0,0,0,59,50–59,17,0
1971,Graduation,Single,22804.0,2013-07-31,75,14,1,7,2.0,1,1.0,1,2,0,2,9,0,0,0,0,0,0,0,44,40–49,26,1
1973,2n Cycle,Married,43050.0,2014-03-18,10,30,5,24,6.0,3,8.0,2,2,0,4,5,0,0,0,0,0,0,0,42,40–49,76,1
1977,PhD,Single,42997.0,2013-12-07,91,4,0,5,0.0,1,5.0,1,1,0,2,7,0,0,0,0,0,0,0,38,30–39,15,2
1963,PhD,Single,48918.0,2014-04-12,21,52,0,9,0.0,0,1.0,2,1,0,4,4,0,0,0,0,0,0,0,52,50–59,62,2
1954,Master,Together,60033.0,2014-03-29,28,62,1,57,19.0,11,48.0,2,2,1,5,2,0,0,0,0,0,0,0,61,60+,198,1
1978,PhD,Together,34043.0,2013-10-25,97,20,2,14,3.0,0,10.0,1,2,0,2,9,0,0,0,0,0,0,0,37,30–39,49,1
1966,Graduation,Together,57811.0,2013-06-24,49,545,7,114,37.0,21,78.0,5,7,2,11,5,0,1,0,0,0,0,0,49,40–49,802,1
1946,Graduation,Married,78569.0,2014-02-19,14,558,79,556,120.5,81,95.0,1,4,6,4,1,0,0,1,0,0,0,1,69,60+,1736,0
1978,Graduation,Single,7500.0,2012-12-27,5,6,5,4,13.0,4,25.0,4,2,1,3,6,0,0,0,0,0,0,0,37,30–39,57,2
1971,Master,Together,157733.0,2013-06-04,37,39,1,9,2.0,0,8.0,0,1,0,1,1,0,0,0,0,0,0,0,44,40–49,59,1
1953,Graduation,Together,94384.0,2013-03-04,62,1111,24,556,120.5,45,126.5,0,5,8,5,2,0,1,1,1,0,0,1,62,60+,2302,0
1985,2n Cycle,Married,23148.0,2014-02-18,83,4,6,8,6.0,3,10.0,1,2,0,3,7,0,0,0,0,0,0,0,30,30–39,37,0
1970,Graduation,Divorced,44267.0,2013-02-25,48,183,5,65,3.0,5,49.0,5,5,2,4,9,0,0,0,0,0,0,0,45,40–49,310,2
1979,Graduation,Married,71626.0,2012-11-01,94,546,72,376,94.0,81,72.0,1,5,5,8,3,0,1,0,0,0,0,0,36,30–39,1305,0
1966,Graduation,Together,60894.0,2013-06-28,61,606,7,155,10.0,0,54.0,5,10,3,8,7,0,0,0,0,0,0,0,49,40–49,832,1
1976,Graduation,Together,50200.0,2013-04-03,70,266,6,51,8.0,6,64.0,6,7,1,5,8,0,0,0,0,0,0,0,39,30–39,401,2
1965,PhD,Married,81051.0,2014-05-23,43,1142,29,249,38.0,29,14.0,1,5,5,12,2,0,1,1,0,0,0,0,50,50–59,1501,0
1982,Graduation,Married,65169.0,2014-01-14,23,1074,0,69,0.0,0,46.0,1,10,4,13,6,1,0,1,1,1,0,1,33,30–39,1189,0
1972,Graduation,Together,59868.0,2013-07-22,37,771,51,154,54.0,10,126.5,7,11,2,12,6,0,0,0,0,0,0,0,43,40–49,1194,1
1960,PhD,Married,65695.0,2014-01-31,50,371,32,189,0.0,58,6.0,2,5,4,10,4,0,0,0,0,0,0,0,55,50–59,656,1
1956,Master,Single,64857.0,2012-11-23,78,556,14,556,120.5,0,43.0,1,7,5,10,4,0,0,0,0,0,0,0,59,50–59,1540,0
1965,Master,Together,45143.0,2013-08-26,74,202,5,74,11.0,5,14.0,3,6,1,5,7,0,0,0,0,0,0,0,50,50–59,311,1
1955,2n Cycle,Together,74805.0,2013-11-06,14,209,81,209,41.0,81,37.0,5,4,7,10,2,0,0,0,0,0,0,0,60,60+,820,1
1989,2n Cycle,Married,59060.0,2014-01-11,77,35,40,111,36.0,40,12.0,3,3,1,7,4,0,0,0,0,0,0,0,26,<30,274,1
1962,PhD,Single,27238.0,2013-04-20,39,37,0,17,0.0,0,3.0,3,3,0,3,9,0,0,0,0,0,0,0,53,50–59,57,2
1965,Graduation,Together,47009.0,2013-10-01,89,171,45,73,59.0,10,90.0,4,3,2,8,4,0,0,0,0,0,0,0,50,50–59,448,1
1973,2n Cycle,Married,46094.0,2014-06-10,62,12,2,20,3.0,2,5.0,1,1,0,3,7,0,0,0,0,0,0,0,42,40–49,44,2
1972,Graduation,Married,40321.0,2013-07-29,59,44,4,21,6.0,0,27.0,2,3,0,3,7,0,0,0,0,0,0,0,43,40–49,102,2
1984,Graduation,Together,37235.0,2014-02-01,68,20,2,9,4.0,6,20.0,1,1,1,2,4,0,0,0,0,0,0,0,31,30–39,61,1
1960,Master,Married,81843.0,2013-04-22,13,779,81,537,34.0,69,126.5,1,5,9,12,3,0,0,0,0,0,0,0,55,50–59,1643,0
1958,Master,Together,46692.0,2013-06-06,37,170,6,97,24.0,12,88.0,3,6,1,5,6,0,0,0,0,0,0,0,57,50–59,397,1
1968,Graduation,Together,77382.0,2014-01-07,36,491,48,231,112.0,81,126.5,2,5,7,12,1,0,0,1,0,0,0,0,47,40–49,1121,1
1977,Graduation,Single,37774.0,2012-09-03,28,173,8,107,7.0,2,126.5,4,7,2,3,9,1,0,0,0,0,1,1,38,30–39,473,2
1974,Basic,Married,18393.0,2014-03-29,2,7,10,13,16.0,0,4.0,2,3,0,3,8,0,0,0,0,0,0,0,41,40–49,50,1
1962,Master,Married,72828.0,2013-02-14,17,1205,0,235,19.0,14,126.5,6,6,3,13,7,0,0,0,0,0,0,0,53,50–59,1678,1
1982,Graduation,Married,24711.0,2014-04-18,86,10,7,25,6.0,3,7.0,1,3,0,3,7,0,0,0,0,0,0,0,33,30–39,58,0
1975,PhD,Married,45503.0,2013-09-25,54,97,4,44,6.0,1,18.0,1,3,1,4,5,0,0,0,0,0,0,0,40,40–49,170,1
1982,Master,Single,6560.0,2013-12-12,2,67,11,26,4.0,3,126.5,0,1,0,1,17,0,0,0,0,0,0,0,33,30–39,373,0
1945,PhD,Together,71604.0,2013-11-17,3,345,53,528,98.0,75,97.0,1,8,3,5,4,1,0,0,0,0,0,1,70,60+,1196,0
1979,Graduation,Married,27244.0,2014-03-07,84,6,5,17,3.0,24,46.0,2,2,2,2,7,0,0,0,0,0,0,0,36,30–39,101,1
1969,Graduation,Married,48752.0,2012-12-12,8,73,57,100,71.0,15,0.0,5,6,1,5,9,0,0,0,0,0,0,1,46,40–49,316,2
1962,Graduation,Married,71434.0,2013-09-18,4,711,36,217,120.5,81,126.5,3,7,4,7,4,0,1,0,1,0,0,0,53,50–59,1400,1
1948,Graduation,Single,90842.0,2013-07-29,57,774,70,118,120.5,81,93.0,1,4,9,13,1,0,0,0,0,0,0,0,67,60+,1424,0
1978,Master,Married,88097.0,2012-08-18,24,163,0,480,0.0,81,75.0,1,6,5,8,9,0,1,1,1,0,0,1,37,30–39,844,1
1975,Graduation,Married,51948.0,2013-09-17,51,82,33,54,71.0,30,41.0,2,5,2,4,5,0,0,0,0,0,0,0,40,40–49,311,1
1982,Graduation,Together,71853.0,2013-05-08,29,358,81,413,120.5,81,32.0,1,2,8,6,1,0,0,0,0,0,0,0,33,30–39,1149,0
1983,Master,Married,35876.0,2014-04-20,13,66,2,40,4.0,3,14.0,1,3,1,3,6,0,0,0,0,0,0,0,32,30–39,129,0
1952,Graduation,Widow,40049.0,2013-10-16,23,13,6,7,0.0,3,3.0,1,1,0,3,6,0,0,0,0,0,0,0,63,60+,32,1
1982,Graduation,Single,39660.0,2012-08-08,36,139,13,78,20.0,13,36.0,3,7,1,3,9,0,0,0,0,0,0,1,33,30–39,299,1
1962,Graduation,Together,50127.0,2014-05-29,88,274,0,21,4.0,6,15.0,1,5,1,6,6,0,1,0,0,0,0,0,53,50–59,320,1
1977,Master,Married,43263.0,2012-11-21,2,262,6,61,0.0,10,102.0,3,5,2,6,5,0,0,0,0,0,0,0,38,30–39,441,1
1949,Master,Married,62845.0,2012-10-01,3,1099,0,45,0.0,0,34.0,11,3,4,10,8,0,1,0,0,0,0,1,66,60+,1178,2
1990,Graduation,Married,18929.0,2013-02-16,15,32,0,8,23.0,4,18.0,1,1,0,4,6,0,0,0,0,0,0,0,25,<30,85,0
1982,Basic,Single,24367.0,2013-03-20,58,2,4,2,0.0,11,5.0,1,1,0,2,9,0,0,0,0,0,0,0,33,30–39,24,1
1975,Graduation,Single,33249.0,2013-02-20,11,6,10,21,19.0,14,42.0,2,2,1,3,6,0,0,0,0,0,0,0,40,40–49,112,1
1959,2n Cycle,Married,26887.0,2013-02-10,27,6,7,4,3.0,4,6.0,1,1,0,3,6,0,0,0,0,0,0,0,56,50–59,30,1
1983,PhD,Married,50150.0,2013-06-20,32,135,46,92,65.0,61,11.0,2,5,2,7,5,0,0,0,0,0,0,0,32,30–39,410,0
1976,Graduation,Together,62061.0,2013-08-31,12,641,7,84,0.0,30,38.0,3,10,4,7,6,0,1,0,0,0,0,0,39,30–39,800,1
1962,PhD,Divorced,85696.0,2013-05-03,88,714,76,395,116.0,0,12.0,1,4,6,9,1,0,0,0,0,0,0,1,53,50–59,1313,0
1956,PhD,Together,76542.0,2013-03-30,91,794,73,556,0.0,29,14.0,1,4,8,10,2,0,0,0,0,0,0,0,59,50–59,1483,0
1993,Graduation,Single,70515.0,2013-10-21,12,420,0,452,120.5,64,126.5,1,6,6,4,2,0,0,0,0,0,0,1,22,<30,1258,0
1987,Graduation,Together,18227.0,2012-11-08,21,1,2,7,4.0,3,11.0,1,0,1,2,8,0,0,0,0,0,0,0,28,<30,28,1
