Age,Education,Marital_Status,Children,Income,Days_Since_Enroll,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,Total_Spent,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Total_Purchases,Online_Ratio,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response
42,3,3,2,52034,2323,67,146,0,93,7,13,73,5,332,4,2,5,16,"0,25",7,0,0,0,0,0,0,0
46,1,0,1,48526,2102,32,23,17,23,43,20,9,1,135,2,1,4,8,"0,25",3,0,0,0,0,0,0,0
56,1,2,1,46734,2503,40,110,5,137,26,23,29,2,330,6,1,5,14,"0,428571429",7,0,0,0,0,0,0,0
53,1,3,2,39552,2473,54,165,3,147,4,24,41,7,384,6,2,5,20,"0,3",8,0,0,0,0,0,0,1
49,1,0,2,86358,2605,78,957,47,494,82,47,95,4,1722,5,3,6,18,"0,277777778",8,0,0,0,0,0,0,0
48,1,1,3,46931,1981,94,41,0,17,3,1,16,2,78,1,1,3,7,"0,142857143",3,0,0,0,0,0,0,0
40,0,0,0,16581,2448,51,1,3,4,2,3,11,1,24,0,0,3,4,0,4,0,0,0,0,0,0,0
58,2,3,0,63998,2106,42,176,29,818,0,33,112,1,1168,7,6,11,25,"0,28",4,0,0,0,0,0,0,1
59,3,2,1,67381,2445,67,815,8,53,11,0,70,4,957,2,2,9,17,"0,117647059",7,0,0,0,1,0,0,0
48,1,0,2,25930,2177,87,6,1,2,2,0,4,1,15,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
47,1,2,1,42693,1937,29,8,4,20,6,3,16,1,57,1,0,3,5,"0,2",5,0,0,0,0,0,0,0
49,1,1,1,85606,2509,89,717,42,864,219,30,84,2,1956,6,7,9,24,"0,25",3,1,0,0,0,0,0,0
40,1,0,0,72903,2158,74,1067,138,750,0,19,39,1,2013,7,5,8,21,"0,333333333",4,1,0,0,1,1,0,1
41,2,1,1,49669,1951,97,166,5,107,11,8,29,2,326,5,1,6,14,"0,357142857",6,0,0,0,0,0,0,0
47,4,2,2,36778,2608,63,29,4,34,2,4,4,3,77,3,0,3,9,"0,333333333",9,0,0,0,0,0,0,0
53,4,3,0,85696,2337,88,714,76,395,116,0,12,1,1313,4,6,9,20,"0,2",1,0,0,0,0,0,0,1
36,3,3,0,10979,1953,34,8,4,10,2,2,4,2,30,3,0,3,8,"0,375",5,0,0,0,0,0,0,0
54,1,2,1,49678,2427,81,229,5,56,3,2,20,2,315,6,2,4,14,"0,428571429",7,0,0,0,0,0,0,0
57,3,1,1,56129,2289,65,320,48,133,39,72,48,4,660,6,2,10,22,"0,272727273",4,0,0,0,0,0,0,0
36,1,2,1,37155,2429,51,23,0,26,7,15,3,1,74,2,0,4,7,"0,285714286",5,0,0,0,0,0,0,0
47,2,3,1,21282,1964,76,1,5,8,4,8,20,2,46,2,1,2,7,"0,285714286",6,0,0,0,0,0,0,0
53,4,0,1,33419,2231,76,56,0,12,0,0,18,2,86,2,0,4,8,"0,25",7,0,0,0,0,0,0,0
65,1,4,0,63285,2151,84,508,124,249,50,38,134,1,1103,6,5,13,25,"0,24",3,0,0,0,0,0,0,0
41,3,1,1,21255,2074,56,29,0,25,2,2,3,4,61,2,1,4,11,"0,181818182",4,0,0,0,0,0,0,0
44,1,1,1,42162,2137,31,46,7,59,2,4,27,2,145,3,1,3,9,"0,333333333",6,0,0,1,0,0,0,1
59,1,1,2,54450,2568,0,454,0,171,8,19,32,12,684,9,2,8,31,"0,290322581",8,0,0,0,0,0,0,0
56,4,2,1,57744,2144,91,350,3,39,0,0,19,2,411,9,1,4,16,"0,5625",8,0,0,0,0,0,0,0
39,1,0,1,26576,2539,40,10,0,8,0,0,9,1,27,1,0,2,4,"0,25",9,0,0,1,0,0,0,1
67,4,4,0,57513,2273,59,735,40,183,52,20,30,2,1060,9,3,13,27,"0,333333333",6,0,0,0,0,0,0,0
51,1,1,1,68142,2584,96,897,126,196,91,112,37,3,1459,10,4,7,24,"0,416666667",6,0,0,0,0,0,0,0
46,1,2,1,7500,2584,61,5,2,3,3,0,5,1,18,1,0,2,4,"0,25",8,0,0,0,0,0,0,0
41,1,1,0,83145,2560,14,777,35,731,39,137,114,1,1833,5,9,11,26,"0,192307692",2,0,0,0,0,1,0,1
55,3,2,1,54197,2002,16,162,6,37,6,13,13,2,237,1,3,6,12,"0,083333333",1,0,0,0,0,0,0,0
52,4,0,2,23091,1947,98,35,0,11,0,0,2,4,48,2,1,3,10,"0,2",7,0,0,0,0,0,0,0
49,1,2,2,46049,2258,11,342,9,112,19,14,19,10,515,5,2,9,26,"0,192307692",7,0,0,0,0,0,0,1
41,1,1,0,56715,2486,52,258,105,239,237,172,9,1,1020,7,3,4,15,"0,466666667",4,0,0,0,0,0,0,0
54,1,2,0,79410,1946,19,658,80,483,123,13,13,1,1370,3,2,5,11,"0,272727273",1,0,0,0,0,0,0,0
59,1,2,1,57304,2390,61,356,80,329,138,17,106,2,1026,7,6,10,25,"0,28",5,0,0,0,0,0,0,0
50,1,2,1,44375,2013,73,213,5,28,7,7,41,1,301,4,1,6,12,"0,333333333",5,0,0,0,0,0,0,0
59,1,1,2,54450,2568,0,454,0,171,8,19,32,12,684,9,2,8,31,"0,290322581",8,0,0,0,0,0,0,0
50,1,2,1,59594,2532,74,457,4,29,0,0,9,1,499,8,1,7,17,"0,470588235",7,0,0,0,1,0,0,0
31,1,1,0,80685,2591,55,241,45,604,34,26,54,1,1004,6,4,10,21,"0,285714286",2,0,0,0,0,0,0,0
41,4,2,1,40344,2174,48,210,0,6,0,0,2,2,218,4,1,5,12,"0,333333333",7,0,0,0,0,0,0,0
43,1,2,1,62710,2317,53,441,35,83,7,29,11,4,606,4,2,12,22,"0,181818182",4,0,0,0,0,0,0,0
47,2,2,1,48985,2274,13,19,13,18,10,7,8,1,75,1,1,3,6,"0,166666667",3,0,0,0,0,0,0,0
47,1,1,3,35322,2591,34,28,9,37,12,7,13,3,106,2,0,4,9,"0,222222222",8,0,0,0,0,0,0,0
62,1,2,0,77142,2311,54,476,75,162,29,151,97,1,990,4,4,8,17,"0,235294118",2,0,0,0,0,0,0,0
46,1,0,0,81657,2073,69,364,40,425,158,60,50,1,1097,3,4,8,16,"0,1875",1,0,0,0,0,0,0,0
29,0,2,0,14421,2047,81,0,0,2,3,3,8,1,16,1,0,2,4,"0,25",5,0,0,1,0,0,0,0
41,2,2,0,20130,2019,99,0,6,3,7,6,12,1,34,1,0,3,5,"0,2",8,0,0,0,0,0,0,0
35,4,2,0,74214,2587,3,863,83,547,86,99,33,1,1711,8,2,5,16,"0,5",5,0,0,0,0,0,0,0
58,3,2,2,66726,2083,61,349,7,35,0,0,47,3,438,8,2,4,17,"0,470588235",7,0,0,0,1,0,0,0
46,0,1,1,23724,2452,65,5,23,15,0,18,14,2,75,2,0,3,7,"0,285714286",8,0,0,0,0,0,0,0
55,3,2,1,47353,2143,93,184,2,19,8,8,4,3,225,2,2,6,13,"0,153846154",5,0,0,0,0,0,0,0
58,3,2,2,33444,2518,24,8,0,8,0,0,2,1,18,1,0,2,4,"0,25",8,0,0,0,0,0,0,0
44,1,2,1,54386,2323,8,277,21,64,62,21,25,2,470,3,2,10,17,"0,176470588",3,0,0,0,0,0,0,0
44,1,3,2,28510,2357,72,44,5,19,0,4,19,3,91,2,0,4,9,"0,222222222",5,0,0,0,0,0,0,0
34,3,0,0,90638,2051,29,1156,120,915,94,144,96,1,2525,3,4,10,18,"0,166666667",1,0,0,0,0,1,0,0
60,1,1,1,48070,2447,33,373,14,83,6,9,19,3,504,8,2,6,19,"0,421052632",7,0,0,0,0,0,1,0
58,1,2,1,43140,2455,68,134,8,76,6,0,11,1,235,4,1,5,11,"0,363636364",6,0,0,0,0,0,0,0
54,4,3,1,54959,2441,55,1148,0,60,0,0,24,3,1232,9,5,4,21,"0,428571429",7,0,0,0,1,0,0,1
57,0,0,2,15056,2337,76,6,12,3,21,6,40,5,88,2,2,3,12,"0,166666667",5,0,0,0,0,0,0,0
44,1,0,1,26954,1967,17,4,1,11,0,0,1,1,17,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
40,1,0,1,22327,2246,94,5,4,8,2,0,5,1,24,1,0,3,5,"0,2",5,0,0,0,0,0,0,0
50,1,2,2,44393,2226,86,24,2,20,2,2,10,2,60,1,0,4,7,"0,142857143",4,0,0,0,0,0,0,0
58,4,0,1,62000,2223,25,899,0,101,0,0,20,1,1020,6,6,13,26,"0,230769231",4,1,0,0,0,0,0,0
53,4,1,1,31497,2485,22,108,1,28,13,1,4,2,155,3,1,4,10,"0,3",8,0,0,0,0,0,0,0
41,2,2,2,45894,2037,15,27,2,7,0,2,13,1,51,1,0,3,5,"0,2",5,0,0,0,0,0,0,0
45,3,3,0,78579,2469,35,816,66,549,216,66,99,1,1812,5,6,4,16,"0,3125",3,0,0,0,0,0,0,1
46,3,4,1,67369,2504,81,1298,0,70,37,14,42,4,1461,7,4,10,25,"0,28",4,0,0,0,1,1,0,1
55,1,3,1,58401,1985,55,10,0,11,17,29,29,1,96,1,2,2,6,"0,166666667",4,0,0,0,0,0,0,0
58,1,0,1,62307,2047,94,87,13,34,10,6,10,1,160,4,0,4,9,"0,444444444",5,0,0,0,0,0,0,0
46,3,2,2,43641,2348,50,57,2,51,4,2,23,3,139,2,1,4,10,"0,2",6,0,0,0,0,0,0,0
47,3,3,1,63841,2349,64,635,15,100,20,7,131,1,908,9,3,9,22,"0,409090909",6,0,0,0,0,0,0,0
50,2,2,1,46891,2216,91,43,12,23,29,15,61,1,183,2,1,4,8,"0,25",4,0,0,0,0,0,0,0
46,3,2,1,70091,2370,11,964,34,137,15,0,11,2,1161,5,2,10,19,"0,263157895",8,0,0,0,1,0,0,0
43,4,2,0,78075,2000,72,572,8,259,34,35,80,1,988,3,5,5,14,"0,214285714",1,0,0,0,0,0,0,0
54,2,4,1,59184,2573,6,341,142,113,259,151,66,3,1072,6,6,12,27,"0,222222222",5,0,0,0,0,0,0,0
48,1,2,2,54809,2206,0,63,6,57,13,13,22,4,174,2,1,5,12,"0,166666667",4,0,0,0,0,0,0,0
56,1,2,1,58113,2435,66,221,104,169,102,78,84,3,758,9,2,8,22,"0,409090909",7,0,0,0,0,0,1,0
57,3,2,1,51412,2095,42,140,3,29,4,5,14,2,195,3,2,4,11,"0,272727273",4,0,0,0,0,0,0,0
46,1,3,1,15287,2542,60,1,2,8,4,3,13,2,31,1,1,2,6,"0,166666667",7,0,0,1,0,0,0,1
58,3,1,0,66636,2231,64,291,10,689,84,10,0,1,1084,3,4,9,17,"0,176470588",1,0,0,0,0,0,0,0
59,3,2,1,50965,2409,87,544,13,85,8,6,29,3,685,10,4,5,22,"0,454545455",8,0,0,1,0,0,0,0
50,4,2,0,84618,2134,96,684,100,801,21,66,0,1,1672,6,9,10,26,"0,230769231",2,0,0,0,0,1,0,0
35,1,2,0,18351,2158,1,1,12,9,0,14,7,1,43,2,0,3,6,"0,333333333",7,0,0,0,0,0,0,0
58,4,1,2,40451,2048,54,35,0,4,0,0,10,1,49,1,1,2,5,"0,2",5,0,0,1,0,0,0,0
50,1,1,1,36317,2318,53,87,3,25,3,2,13,2,133,3,0,4,9,"0,333333333",7,0,0,0,0,0,0,0
58,1,1,1,42213,2175,96,309,3,24,4,3,20,2,363,5,1,7,15,"0,333333333",7,0,0,0,1,0,0,0
55,1,1,1,65748,2355,58,172,73,93,95,78,34,2,545,2,4,10,18,"0,111111111",1,0,0,0,0,0,1,0
43,1,1,1,77044,2160,12,625,38,242,50,34,76,2,1065,7,11,11,31,"0,225806452",4,0,0,1,0,0,0,0
46,1,1,0,74918,2389,78,972,59,913,25,19,59,1,2047,5,9,6,21,"0,238095238",3,0,0,0,0,1,0,0
43,1,2,2,56721,2521,64,157,6,39,6,13,75,5,296,4,1,5,15,"0,266666667",6,0,0,0,0,0,0,0
40,1,0,2,42160,2281,26,48,9,45,3,15,20,4,140,2,1,4,11,"0,181818182",6,0,0,0,0,0,0,1
50,1,0,1,61559,2262,8,279,83,88,32,14,34,1,530,4,2,10,17,"0,235294118",3,0,0,0,0,0,0,0
52,4,1,2,33629,2605,49,132,0,16,0,0,4,5,152,3,1,4,13,"0,230769231",9,0,0,0,0,0,0,0
34,4,1,0,68682,2181,56,919,0,505,99,30,45,1,1598,4,9,10,24,"0,166666667",2,0,0,0,0,0,0,0
52,1,0,1,34377,2441,55,62,0,22,3,1,26,2,114,2,2,2,8,"0,25",7,0,0,0,0,0,0,0
39,0,0,1,8940,2591,25,1,45,3,4,6,42,3,101,3,1,3,10,"0,3",8,0,0,0,0,0,0,0
42,1,2,1,26228,2195,50,2,6,4,3,1,9,1,25,1,0,2,4,"0,25",8,0,0,0,0,0,0,0
58,2,3,0,77297,2434,84,408,61,109,48,122,41,1,789,5,7,9,22,"0,227272727",4,1,0,0,0,0,0,0
44,1,2,2,40211,2249,30,51,1,7,2,1,25,2,87,2,1,2,7,"0,285714286",8,0,0,1,0,0,0,0
57,4,4,2,33438,2195,81,62,1,16,3,2,6,4,90,2,1,4,11,"0,181818182",5,0,0,0,0,0,0,0
56,4,2,1,75032,2342,74,952,12,180,47,12,12,2,1215,5,4,9,20,"0,25",3,0,0,0,0,0,0,0
55,4,0,0,61284,2175,76,618,15,106,20,7,45,1,811,11,2,8,22,"0,5",6,0,0,0,1,0,0,0
39,1,2,1,22518,2530,36,11,7,12,2,2,27,2,61,2,1,2,7,"0,285714286",5,0,0,1,0,0,0,1
40,3,2,1,54730,2233,64,318,3,17,4,7,56,5,405,4,1,8,18,"0,222222222",4,0,0,0,0,0,0,0
55,3,2,2,38452,2006,62,56,0,14,0,0,2,3,72,3,0,3,9,"0,333333333",7,0,0,0,0,0,0,0
44,1,3,2,44421,2414,53,110,5,59,7,1,7,5,189,5,0,4,14,"0,357142857",8,0,0,0,0,0,0,0
39,4,1,1,38197,2280,86,23,0,11,2,1,3,1,40,1,0,3,5,"0,2",5,0,0,0,0,0,0,0
47,1,3,1,41986,2055,15,27,5,8,8,3,12,3,63,3,0,4,10,"0,3",4,0,0,0,0,0,0,0
42,1,1,1,28427,2380,67,18,3,19,3,3,6,2,52,2,0,3,7,"0,285714286",8,0,0,0,0,0,0,0
49,4,1,1,37395,1973,47,18,0,9,0,1,11,1,39,1,0,3,5,"0,2",6,0,0,0,0,0,0,0
44,1,2,1,64722,1949,47,303,0,280,60,147,15,4,805,8,2,11,25,"0,32",6,0,0,0,0,0,0,0
59,3,1,1,55249,1988,81,97,1,19,2,0,11,1,130,2,1,4,8,"0,25",3,0,0,0,0,0,0,0
43,1,1,0,84906,2183,98,997,15,414,99,30,76,1,1631,5,6,12,24,"0,208333333",2,0,1,0,1,1,0,0
36,1,2,1,28691,2275,56,5,4,13,8,0,4,1,34,1,0,3,5,"0,2",8,0,0,0,0,0,0,0
58,1,0,2,44213,2127,48,95,11,35,0,4,7,4,152,2,1,5,12,"0,166666667",6,0,0,0,0,0,0,0
41,0,0,1,25707,2077,18,1,6,2,3,6,3,1,21,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
48,4,2,3,59062,2184,74,46,1,12,3,0,9,2,71,2,0,3,7,"0,285714286",4,0,0,0,0,0,0,0
53,1,0,1,76624,1951,68,411,106,147,54,115,66,1,899,5,10,7,23,"0,217391304",1,0,0,1,0,0,0,0
63,3,1,0,66000,1985,36,244,51,270,101,0,45,1,711,1,3,5,10,"0,1",1,0,0,0,0,0,0,0
47,4,1,1,27683,2609,90,152,9,121,12,12,45,4,351,6,2,4,16,"0,375",8,0,0,0,0,0,0,0
44,1,3,0,1730,1957,65,1,1,3,1,1,1,15,8,0,0,0,15,0,20,0,0,0,0,0,0,0
33,0,0,1,7500,2488,63,10,17,18,8,26,40,4,119,3,2,2,11,"0,272727273",9,0,0,0,0,0,0,0
47,1,1,2,40521,2365,82,12,0,5,0,0,4,1,21,0,1,2,4,0,5,0,0,0,0,0,0,0
42,4,1,1,20427,2012,63,5,0,4,0,0,1,1,10,1,0,2,4,"0,25",8,0,0,0,0,0,0,0
40,1,2,1,65106,1951,55,790,19,133,12,0,19,3,973,8,3,13,27,"0,296296296",6,0,0,0,1,0,0,0
50,4,2,0,69969,2221,64,882,29,514,38,29,44,1,1536,4,2,6,13,"0,307692308",3,1,0,0,0,1,0,1
58,1,2,2,67433,2263,51,615,28,259,12,48,30,4,992,6,5,13,28,"0,214285714",4,0,0,0,1,0,0,0
48,4,2,1,77766,2407,97,1004,59,265,115,59,27,2,1529,11,10,11,34,"0,323529412",6,0,0,1,0,0,0,1
43,1,2,1,74716,2205,92,133,27,421,13,195,71,2,860,7,3,5,17,"0,411764706",4,0,0,0,0,0,0,0
52,1,3,1,68118,2169,51,595,23,123,10,23,154,2,928,8,9,4,23,"0,347826087",6,0,0,0,0,0,0,0
45,4,2,2,55158,2614,72,293,0,87,4,11,23,4,418,7,2,5,18,"0,388888889",7,0,0,0,0,0,0,1
55,2,2,1,62972,2610,39,313,15,47,20,0,192,2,587,7,4,3,16,"0,4375",6,0,0,0,0,0,0,1
40,1,2,1,74190,1963,49,151,81,86,168,91,64,2,641,4,2,11,19,"0,210526316",2,0,0,0,0,0,0,0
49,1,2,2,39356,2017,21,15,0,2,0,0,6,1,23,1,0,2,4,"0,25",6,0,0,1,0,0,0,0
46,1,1,0,76653,2232,91,736,63,946,219,189,126,1,2279,4,7,11,23,"0,173913043",2,1,0,0,0,1,0,0
42,4,3,2,35860,1956,37,15,0,8,4,2,20,2,49,1,1,2,6,"0,166666667",5,0,0,1,0,0,0,0
42,4,3,0,90687,2318,98,982,17,672,23,34,51,1,1779,6,2,8,17,"0,352941176",2,0,0,0,0,1,0,1
43,3,1,0,73450,2121,85,1142,51,415,90,69,37,1,1804,7,8,11,27,"0,259259259",3,1,0,1,0,0,0,0
55,1,2,2,31454,2273,40,28,0,11,0,0,9,3,48,2,0,3,8,"0,25",8,0,0,0,0,0,0,0
58,1,0,2,47139,2030,2,46,0,12,0,2,23,2,83,2,1,2,7,"0,285714286",7,0,0,0,0,0,0,1
40,1,3,0,83829,2179,78,897,161,430,186,161,27,0,1862,4,7,6,17,"0,235294118",1,1,0,1,0,1,0,1
52,4,2,2,53378,2558,41,489,6,152,8,6,132,10,793,9,4,6,29,"0,310344828",8,0,0,0,0,0,0,1
45,1,1,1,19656,2421,94,25,4,9,6,8,32,3,84,2,1,3,9,"0,222222222",7,0,0,0,0,0,0,0
62,4,2,1,45579,2228,10,145,1,33,2,1,1,1,183,4,1,4,10,"0,4",6,0,0,0,0,0,0,0
57,2,0,0,85485,1923,73,630,26,611,44,18,54,1,1383,6,6,6,19,"0,315789474",2,0,0,0,0,0,0,0
66,1,2,0,55956,1998,22,760,38,104,50,9,38,2,999,7,3,4,16,"0,4375",4,0,0,0,1,0,0,0
52,3,0,1,64191,2438,30,420,15,186,151,38,15,3,825,5,3,13,24,"0,208333333",3,0,0,0,0,0,0,0
43,1,0,1,38808,2587,21,125,17,52,3,19,30,4,246,5,1,4,14,"0,357142857",8,0,0,1,0,0,0,1
49,3,2,2,57183,2382,51,464,5,64,7,0,70,8,610,9,1,7,25,"0,36",8,0,0,0,0,0,0,0
47,3,3,1,23748,2500,97,6,6,29,12,15,8,3,76,2,1,3,9,"0,222222222",8,0,0,0,0,0,0,0
44,1,2,1,66303,2403,56,1090,12,96,16,12,60,4,1286,3,4,11,22,"0,136363636",8,0,0,0,1,0,0,0
40,3,2,1,37368,2110,4,3,2,11,2,2,10,1,30,1,0,2,4,"0,25",6,0,0,1,0,0,0,0
51,1,2,3,40800,2459,77,24,0,27,8,30,10,2,99,3,0,3,8,"0,375",7,0,0,0,0,0,1,0
47,1,3,0,71847,2561,95,737,21,106,55,63,210,0,1192,6,7,9,22,"0,272727273",3,1,0,0,0,0,0,0
40,1,2,1,46149,2127,36,254,6,71,4,0,27,5,362,5,1,7,18,"0,277777778",5,0,0,0,0,0,0,0
42,1,1,0,78687,2604,13,817,185,687,145,55,241,1,2130,4,6,8,19,"0,210526316",2,0,0,0,0,1,0,1
44,2,3,0,49118,2595,90,620,54,239,99,98,119,2,1229,9,7,10,28,"0,321428571",7,0,1,0,1,0,0,1
58,4,2,2,37633,2562,49,13,4,20,0,0,1,2,38,1,0,3,6,"0,166666667",9,0,0,0,0,0,0,0
59,3,1,0,39767,2258,18,113,61,204,34,26,47,2,485,7,1,7,17,"0,411764706",8,0,0,0,0,0,0,0
59,0,2,0,26997,2516,89,7,23,78,133,49,144,2,434,4,2,5,13,"0,307692308",7,0,0,0,0,0,0,0
45,1,3,1,33986,2387,43,16,2,18,2,1,5,1,44,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
43,4,2,1,57091,2498,82,462,0,24,6,0,4,2,496,9,2,5,18,"0,5",7,0,0,0,1,0,0,1
46,2,2,2,46831,2301,84,22,2,10,6,4,34,2,78,1,2,2,7,"0,142857143",4,0,0,0,0,0,0,0
43,3,2,0,83151,2419,80,968,147,842,137,42,210,1,2346,5,7,10,23,"0,217391304",2,1,0,1,0,1,0,1
44,1,2,0,52531,2461,68,283,112,151,51,72,125,2,794,7,2,10,21,"0,333333333",6,0,0,0,0,0,0,0
59,1,2,0,15759,2212,12,1,2,5,6,0,3,1,17,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
44,1,0,1,22804,2248,75,14,1,7,2,1,1,1,26,2,0,2,5,"0,4",9,0,0,0,0,0,0,0
42,2,2,1,43050,2018,10,30,5,24,6,3,8,2,76,2,0,4,8,"0,25",5,0,0,0,0,0,0,0
48,4,0,2,42997,2119,91,4,0,5,0,1,5,1,15,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
52,4,0,2,48918,1993,21,52,0,9,0,0,1,2,62,1,0,4,7,"0,142857143",4,0,0,0,0,0,0,0
56,3,1,1,60033,2007,28,62,1,57,19,11,48,2,198,2,1,5,10,"0,2",2,0,0,0,0,0,0,0
47,4,1,1,34043,2162,97,20,2,14,3,0,10,1,49,2,0,2,5,"0,4",9,0,0,0,0,0,0,0
49,1,1,1,57811,2285,49,545,7,114,37,21,78,5,802,7,2,11,25,"0,28",5,0,0,0,1,0,0,0
64,1,2,0,78569,2045,14,558,79,622,207,175,95,1,1736,4,6,4,15,"0,266666667",1,0,0,0,0,1,0,1
47,1,0,2,7500,2464,5,6,5,4,13,4,25,4,57,2,1,3,10,"0,2",6,0,0,0,0,0,0,0
44,3,1,1,157733,2305,37,39,1,9,2,0,8,0,59,1,0,1,2,"0,5",1,0,0,0,0,0,0,0
57,1,1,0,94384,2397,62,1111,24,790,160,45,172,0,2302,5,8,5,18,"0,277777778",2,1,0,0,1,1,0,1
40,2,2,0,23148,2046,83,4,6,8,6,3,10,1,37,2,0,3,6,"0,333333333",7,0,0,0,0,0,0,0
45,1,3,2,44267,2404,48,183,5,65,3,5,49,5,310,5,2,4,16,"0,3125",9,0,0,0,0,0,0,0
46,1,2,0,71626,2520,94,546,72,376,94,145,72,1,1305,5,5,8,19,"0,263157895",3,0,0,0,1,0,0,0
49,1,1,1,60894,2281,61,606,7,155,10,0,54,5,832,10,3,8,26,"0,384615385",7,0,0,0,0,0,0,0
49,1,1,2,50200,2367,70,266,6,51,8,6,64,6,401,7,1,5,19,"0,368421053",8,0,0,0,0,0,0,0
50,4,2,0,81051,1952,43,1142,29,249,38,29,14,1,1501,5,5,12,23,"0,217391304",2,0,0,0,1,1,0,0
43,1,2,0,65169,2081,23,1074,0,69,0,0,46,1,1189,10,4,13,28,"0,357142857",6,1,1,1,0,1,0,1
43,1,1,1,59868,2257,37,771,51,154,54,10,154,7,1194,11,2,12,32,"0,34375",6,0,0,0,0,0,0,0
55,4,2,1,65695,2064,50,371,32,189,0,58,6,2,656,5,4,10,21,"0,238095238",4,0,0,0,0,0,0,0
59,3,0,0,64857,2498,78,556,14,717,210,0,43,1,1540,7,5,10,23,"0,304347826",4,0,0,0,0,0,0,0
50,3,1,1,45143,2222,74,202,5,74,11,5,14,3,311,6,1,5,15,"0,4",7,0,0,0,0,0,0,0
55,2,1,1,74805,2150,14,209,162,209,41,162,37,5,820,4,7,10,26,"0,153846154",2,0,0,0,0,0,0,0
36,2,2,1,59060,2084,77,35,40,111,36,40,12,3,274,3,1,7,14,"0,214285714",4,0,0,0,0,0,0,0
53,4,0,2,27238,2350,39,37,0,17,0,0,3,3,57,3,0,3,9,"0,333333333",9,0,0,0,0,0,0,0
50,1,1,1,47009,2186,89,171,45,73,59,10,90,4,448,3,2,8,17,"0,176470588",4,0,0,0,0,0,0,0
42,2,2,2,46094,1934,62,12,2,20,3,2,5,1,44,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
43,1,2,2,40321,2250,59,44,4,21,6,0,27,2,102,3,0,3,8,"0,375",7,0,0,0,0,0,0,0
41,1,1,1,37235,2063,68,20,2,9,4,6,20,1,61,1,1,2,5,"0,2",4,0,0,0,0,0,0,0
55,3,2,0,81843,2348,13,779,86,537,34,69,138,1,1643,5,9,12,27,"0,185185185",3,0,0,0,0,0,0,0
57,3,1,1,46692,2303,37,170,6,97,24,12,88,3,397,6,1,5,15,"0,4",6,0,0,0,0,0,0,0
47,1,1,1,77382,2088,36,491,48,231,112,105,134,2,1121,5,7,12,26,"0,192307692",1,0,0,0,0,1,0,0
48,1,0,2,37774,2579,28,173,8,107,7,2,176,4,473,7,2,3,16,"0,4375",9,0,0,1,0,0,1,1
41,0,2,1,18393,2007,2,7,10,13,16,0,4,2,50,3,0,3,8,"0,375",8,0,0,0,0,0,0,0
53,3,2,1,72828,2415,17,1205,0,235,19,14,205,6,1678,6,3,13,28,"0,214285714",7,0,0,0,0,0,0,0
43,1,2,0,24711,1987,86,10,7,25,6,3,7,1,58,3,0,3,7,"0,428571429",7,0,0,0,0,0,0,0
40,4,2,1,45503,2192,54,97,4,44,6,1,18,1,170,3,1,4,9,"0,333333333",5,0,0,0,0,0,0,0
43,3,0,0,6560,2114,2,67,11,26,4,3,262,0,373,1,0,1,2,"0,5",17,0,0,0,0,0,0,0
65,4,1,0,71604,2139,3,345,53,528,98,75,97,1,1196,8,3,5,17,"0,470588235",4,0,0,1,0,0,0,1
46,1,2,1,27244,2029,84,6,5,17,3,24,46,2,101,2,2,2,8,"0,25",7,0,0,0,0,0,0,0
46,1,2,2,48752,2479,8,73,57,100,71,15,0,5,316,6,1,5,17,"0,352941176",9,0,0,0,0,0,0,1
53,1,2,1,71434,2199,4,711,36,217,172,96,168,3,1400,7,4,7,21,"0,333333333",4,1,0,0,1,0,0,0
62,1,0,0,90842,2250,57,774,70,118,182,187,93,1,1424,4,9,13,27,"0,148148148",1,0,0,0,0,0,0,0
47,3,2,1,88097,2595,24,163,0,480,0,126,75,1,844,6,5,8,20,"0,3",9,1,0,0,1,1,0,1
40,1,2,1,51948,2200,51,82,33,54,71,30,41,2,311,5,2,4,13,"0,384615385",5,0,0,0,0,0,0,0
43,1,1,0,71853,2332,29,358,108,413,141,97,32,1,1149,2,8,6,17,"0,117647059",1,0,0,0,0,0,0,0
42,3,2,0,35876,1985,13,66,2,40,4,3,14,1,129,3,1,3,8,"0,375",6,0,0,0,0,0,0,0
58,1,4,1,40049,2171,23,13,6,7,0,3,3,1,32,1,0,3,5,"0,2",6,0,0,0,0,0,0,0
43,1,0,1,39660,2605,36,139,13,78,20,13,36,3,299,7,1,3,14,"0,5",9,0,0,0,0,0,0,1
53,1,1,1,50127,1946,88,274,0,21,4,6,15,1,320,5,1,6,13,"0,384615385",6,0,0,0,1,0,0,0
48,3,2,1,43263,2500,2,262,6,61,0,10,102,3,441,5,2,6,16,"0,3125",5,0,0,0,0,0,0,0
